Id	Debate	Text	Type	Score
308	THIRD	My dream is a hemispheric common market with open trade and open borders.	0	neutral
309	THIRD	So that's the question...	0	neutral
310	THIRD	Thank you.	0.75598	positive
311	THIRD	That's the question.	0	neutral
312	THIRD	Please quiet, everybody.	0	neutral
313	THIRD	Is that your dream, open borders?	0	neutral
314	THIRD	Well, if you went on to read the rest of the sentence, I was talking about energy.	0	neutral
315	THIRD	You know, we trade more energy with our neighbors than we trade with the rest of the world combined.	0	neutral
316	THIRD	And I do want us to have an electric grid, an energy system that crosses borders.	0	neutral
317	THIRD	I think that would be a great benefit to us.	0.821618	positive
318	THIRD	But you are very clearly quoting from WikiLeaks.	-0.350101	negative
319	THIRD	And what's really important about WikiLeaks is that the Russian government has engaged in espionage against Americans.	0.431661	positive
320	THIRD	They have hacked American websites, American accounts of private people, of institutions.	0	neutral
321	THIRD	Then they have given that information to WikiLeaks for the purpose of putting it on the Internet.	-0.483867	negative
322	THIRD	This has come from the highest levels of the Russian government, clearly, from Putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election.	0	neutral
323	THIRD	So I actually think the most important question of this evening, Chris, is, finally, will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in in this election, that he rejects Russian espionage against Americans, which he actually encouraged in the past?	0	neutral
324	THIRD	Those are the questions we need answered.	0	neutral
325	THIRD	We've never had anything like this happen in any of our elections before.	-0.487491	negative
326	THIRD	Well?	0	neutral
327	THIRD	That was a great pivot off the fact that she wants open borders, OK?	0	neutral
328	THIRD	How did we get on to Putin?	-0.366897	negative
329	THIRD	Hold on -- hold on, wait.	0	neutral
330	THIRD	Hold on, folks.	0	neutral
331	THIRD	Because we -- this is going to end up getting out of control.	0.436737	positive
332	THIRD	Let's try to keep it quiet so -- for the candidates and for the American people.	0.642598	positive
333	THIRD	So just to finish on the borders...	-0.320377	negative
334	THIRD	Yes?	0	neutral
335	THIRD	She wants open borders.	-0.423095	negative
336	THIRD	People are going to pour into our country.	0	neutral
337	THIRD	People are going to come in from Syria.	0	neutral
338	THIRD	She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people.	-0.541826	negative
339	THIRD	They have no idea where they come from.	-0.401725	negative
340	THIRD	And you see, we are going to stop radical Islamic terrorism in this country.	-0.449537	negative
341	THIRD	She won't even mention the words, and neither will President Obama.	-0.755864	negative
342	THIRD	So I just want to tell you, she wants open borders.	-0.432715	negative
343	THIRD	Now we can talk about Putin.	0	neutral
344	THIRD	I don't know Putin.	0	neutral
345	THIRD	He said nice things about me.	0	neutral
346	THIRD	If we got along well, that would be good.	0.678291	positive
347	THIRD	If Russia and the United States got along well and went after ISIS, that would be good.	0	neutral
348	THIRD	He has no respect for her.	-0.324483	negative
349	THIRD	He has no respect for our president.	-0.37838	negative
350	THIRD	And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.	-0.331579	negative
351	THIRD	And she's playing chicken.	0	neutral
352	THIRD	Look, Putin...	0	neutral
353	THIRD	Wait, but...	0	neutral
354	THIRD	... from everything I see, has no respect for this person.	0	neutral
355	THIRD	Well, that's because he'd rather have a puppet as president of the United States.	0	neutral
356	THIRD	No puppet.	0	neutral
357	THIRD	No puppet.	0	neutral
358	THIRD	And it's pretty clear...	0.729348	positive
359	THIRD	You're the puppet!	-0.325247	negative
360	THIRD	It's pretty clear you won't admit...	0	neutral
361	THIRD	No, you're the puppet.	-0.693071	negative
362	THIRD	... that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race.	0.829947	positive
363	THIRD	So I think that this is such an unprecedented situation.	-0.653655	negative
364	THIRD	We've never had a foreign government trying to interfere in our election.	-0.470388	negative
365	THIRD	We have 17 -- 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin and they are designed to influence our election.	-0.361007	negative
366	THIRD	I find that deeply disturbing.	0	neutral
367	THIRD	Secretary Clinton...	-0.395276	negative
368	THIRD	And I think it's time you take a stand...	0.447871	positive
369	THIRD	She has no idea whether it's Russia, China, or anybody else.	0	neutral
370	THIRD	I am not quoting myself.	0	neutral
371	THIRD	She has no idea.	-0.301835	negative
372	THIRD	I am quoting 17...	-0.341525	negative
373	THIRD	Hillary, you have no idea.	0	neutral
374	THIRD	... 17 intelligence -- do you doubt 17 military and civilian...	-0.489528	negative
375	THIRD	And our country has no idea.	0	neutral
376	THIRD	... agencies.	0	neutral
377	THIRD	Yeah, I doubt it.	-0.305831	negative
378	THIRD	I doubt it.	-0.467321	negative
379	THIRD	Well, he'd rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us.	0	neutral
380	THIRD	I find that just absolutely...	0	neutral
381	THIRD	(CROSSTALK)	0	neutral
382	THIRD	She doesn't like Putin because Putin has outsmarted her at every step of the way.	-0.553848	negative
383	THIRD	Mr. Trump...	0	neutral
384	THIRD	Excuse me.	-0.314255	negative
385	THIRD	Putin has outsmarted her in Syria.	-0.45241	negative
386	THIRD	Mr. Trump...	0	neutral
387	THIRD	(CROSSTALK)	0	neutral
388	THIRD	He's outsmarted her every step of the way.	-0.469179	negative
389	THIRD	I do get to ask some questions.	0	neutral
390	THIRD	Yes, that's fine.	0.749756	positive
391	THIRD	And I would like to ask you this direct question.	0	neutral
392	THIRD	The top national security officials of this country do believe that Russia has been behind these hacks.	-0.321787	negative
393	THIRD	Even if you don't know for sure whether they are, do you condemn any interference by Russia in the American election?	0	neutral
394	THIRD	By Russia or anybody else.	0	neutral
395	THIRD	You condemn their interference?	-0.702123	negative
396	THIRD	Of course I condemn.	-0.65701	negative
397	THIRD	Of course I -- I don't know Putin.	0	neutral
398	THIRD	I have no idea.	-0.326602	negative
399	THIRD	I'm not asking -- I'm asking do you condemn?	-0.743493	negative
400	THIRD	I never met Putin.	-0.31064	negative
401	THIRD	This is not my best friend.	-0.567432	negative
402	THIRD	But if the United States got along with Russia, wouldn't be so bad.	0	neutral
403	THIRD	Let me tell you, Putin has outsmarted her and Obama at every single step of the way.	-0.574071	negative
404	THIRD	Whether it's Syria, you name it.	0	neutral
405	THIRD	Missiles.	0	neutral
406	THIRD	"Take a look at the ""start up"" that they signed."	0	neutral
407	THIRD	The Russians have said, according to many, many reports, I can't believe they allowed us to do this.	-0.731792	negative
408	THIRD	They create warheads, and we can't.	-0.506868	negative
409	THIRD	The Russians can't believe it.	-0.626381	negative
410	THIRD	She has been outsmarted by Putin.	-0.301391	negative
411	THIRD	And all you have to do is look at the Middle East.	0	neutral
412	THIRD	They've taken over.	0	neutral
413	THIRD	We've spent $6 trillion.	0	neutral
414	THIRD	They've taken over the Middle East.	0	neutral
415	THIRD	She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.	-0.638178	negative
416	THIRD	We're a long way away from immigration, but I'm going to let you finish this topic.	0	neutral
417	THIRD	You got about 45 seconds.	-0.301317	negative
418	THIRD	And she always will be.	0	neutral
419	THIRD	I -- I find it ironic that he's raising nuclear weapons.	-0.356486	negative
420	THIRD	This is a person who has been very cavalier, even casual about the use of nuclear weapons.	0	neutral
